,,,,,,,,Fail Items,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIHATSU,CUORE,2000,125,58,46.4,67,53.6,10,8,24,19.2,13,10.4,6,4.8,19,15.2,19,15.2,16,12.8,14,11.2,1,0.8,6,4.8,12,9.6,18,14.4,0,0,0,0
DAIHATSU,CUORE,2001,59,36,61,23,39,4,6.8,5,8.5,2,3.4,0,0,7,11.9,8,13.6,4,6.8,1,1.7,2,3.4,0,0,3,5.1,5,8.5,0,0,0,0
DAIHATSU,CUORE,2002,16,7,43.8,9,56.3,2,12.5,2,12.5,3,18.8,1,6.3,2,12.5,5,31.3,3,18.8,2,12.5,0,0,1,6.3,5,31.3,1,6.3,0,0,0,0
DAIHATSU,CUORE,2003,7,3,42.9,4,57.1,2,28.6,2,28.6,0,0,0,0,2,28.6,1,14.3,2,28.6,0,0,0,0,2,28.6,0,0,1,14.3,0,0,0,0
DAIHATSU,DOMINO,1987,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,DOMINO,1988,2,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,DOMINO,1991,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
DAIHATSU,DOMINO,1994,2,0,0,2,100,0,0,0,0,1,50,0,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0,2,100,0,0,0,0
DAIHATSU,DOMINO,1995,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,OTHER,1990,2,1,50,1,50,0,0,1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0
DAIHATSU,OTHER,1991,3,0,0,3,100,1,33.3,1,33.3,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0
DAIHATSU,OTHER,1992,2,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,50,0,0,0,0
DAIHATSU,OTHER,1993,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,OTHER,1994,5,1,20,4,80,4,80,2,40,1,20,2,40,0,0,1,20,1,20,1,20,0,0,0,0,2,40,1,20,0,0,0,0
DAIHATSU,OTHER,1995,11,2,18.2,9,81.8,8,72.7,5,45.5,1,9.1,1,9.1,2,18.2,2,18.2,3,27.3,0,0,1,9.1,0,0,2,18.2,2,18.2,0,0,0,0
DAIHATSU,OTHER,1996,4,1,25,3,75,1,25,0,0,1,25,0,0,1,25,0,0,0,0,1,25,0,0,0,0,0,0,1,25,0,0,0,0
DAIHATSU,OTHER,1997,8,1,12.5,7,87.5,2,25,4,50,2,25,1,12.5,1,12.5,0,0,1,12.5,0,0,2,25,0,0,1,12.5,2,25,0,0,0,0
DAIHATSU,OTHER,1998,3,1,33.3,2,66.7,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66.7,0,0,0,0
DAIHATSU,OTHER,1999,9,3,33.3,6,66.7,1,11.1,1,11.1,2,22.2,2,22.2,2,22.2,1,11.1,1,11.1,2,22.2,0,0,0,0,2,22.2,1,11.1,0,0,0,0
DAIHATSU,OTHER,2000,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,OTHER,2001,40,12,30,28,70,13,32.5,8,20,1,2.5,2,5,9,22.5,1,2.5,5,12.5,2,5,1,2.5,2,5,2,5,12,30,0,0,0,0
DAIHATSU,OTHER,2002,43,17,39.5,26,60.5,12,27.9,5,11.6,4,9.3,1,2.3,6,14,1,2.3,8,18.6,2,4.7,2,4.7,3,7,4,9.3,9,20.9,1,2.3,0,0
DAIHATSU,OTHER,2003,7,3,42.9,4,57.1,2,28.6,0,0,0,0,1,14.3,2,28.6,0,0,0,0,0,0,0,0,0,0,1,14.3,2,28.6,0,0,0,0
DAIHATSU,OTHER,2004,2,0,0,2,100,0,0,1,50,0,0,0,0,1,50,1,50,1,50,1,50,0,0,0,0,0,0,1,50,0,0,0,0
DAIHATSU,OTHER,2005,2,0,0,2,100,1,50,1,50,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0
DAIHATSU,OTHER,2008,5,4,80,1,20,1,20,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,OTHER,2009,4,3,75,1,25,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0
DAIHATSU,SIRION,1999,61,26,42.6,35,57.4,8,13.1,12,19.7,7,11.5,9,14.8,13,21.3,13,21.3,7,11.5,8,13.1,1,1.6,1,1.6,10,16.4,10,16.4,0,0,0,0
DAIHATSU,SIRION,2000,116,47,40.5,69,59.5,19,16.4,22,19,10,8.6,9,7.8,19,16.4,26,22.4,11,9.5,11,9.5,3,2.6,4,3.4,15,12.9,17,14.7,1,0.9,0,0
DAIHATSU,SIRION,2001,41,18,43.9,23,56.1,4,9.8,11,26.8,1,2.4,4,9.8,9,22,8,19.5,3,7.3,2,4.9,0,0,1,2.4,5,12.2,6,14.6,0,0,0,0
DAIHATSU,SIRION,2002,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,SIRION,2003,62,28,45.2,34,54.8,10,16.1,15,24.2,2,3.2,3,4.8,11,17.7,5,8.1,2,3.2,1,1.6,1,1.6,2,3.2,5,8.1,12,19.4,0,0,0,0
DAIHATSU,SIRION,2004,30,17,56.7,13,43.3,2,6.7,6,20,1,3.3,1,3.3,4,13.3,2,6.7,0,0,1,3.3,0,0,1,3.3,2,6.7,8,26.7,0,0,0,0
DAIHATSU,SIRION,2005,25,20,80,5,20,0,0,2,8,1,4,0,0,2,8,1,4,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0,0
DAIHATSU,SIRION,2006,119,87,73.1,32,26.9,3,2.5,12,10.1,5,4.2,4,3.4,8,6.7,0,0,3,2.5,1,0.8,0,0,5,4.2,4,3.4,6,5,0,0,0,0
DAIHATSU,SIRION,2007,23,19,82.6,4,17.4,0,0,2,8.7,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,SIRION,2008,102,78,76.5,24,23.5,0,0,6,5.9,3,2.9,2,2,5,4.9,0,0,2,2,0,0,2,2,8,7.8,3,2.9,0,0,0,0,0,0
DAIHATSU,SIRION,2009,9,7,77.8,2,22.2,0,0,1,11.1,0,0,0,0,1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,SIRION,2010,11,9,81.8,2,18.2,2,18.2,0,0,0,0,0,0,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.1,0,0
DAIHATSU,TERIOS,1997,28,11,39.3,17,60.7,4,14.3,2,7.1,4,14.3,0,0,6,21.4,2,7.1,5,17.9,3,10.7,3,10.7,0,0,0,0,6,21.4,0,0,0,0
DAIHATSU,TERIOS,1998,20,5,25,15,75,0,0,4,20,5,25,0,0,1,5,7,35,6,30,2,10,0,0,0,0,1,5,6,30,0,0,0,0
DAIHATSU,TERIOS,1999,124,37,29.8,87,70.2,17,13.7,20,16.1,26,21,15,12.1,10,8.1,31,25,27,21.8,21,16.9,4,3.2,6,4.8,14,11.3,41,33.1,0,0,0,0
DAIHATSU,TERIOS,2000,190,64,33.7,126,66.3,33,17.4,41,21.6,25,13.2,11,5.8,29,15.3,44,23.2,24,12.6,26,13.7,1,0.5,5,2.6,11,5.8,51,26.8,1,0.5,1,0.5
DAIHATSU,TERIOS,2001,142,48,33.8,94,66.2,28,19.7,29,20.4,13,9.2,5,3.5,11,7.7,30,21.1,20,14.1,16,11.3,5,3.5,2,1.4,8,5.6,47,33.1,0,0,0,0
DAIHATSU,TERIOS,2002,120,43,35.8,77,64.2,16,13.3,18,15,13,10.8,6,5,16,13.3,16,13.3,16,13.3,14,11.7,4,3.3,5,4.2,10,8.3,26,21.7,0,0,0,0
DAIHATSU,TERIOS,2003,109,57,52.3,52,47.7,11,10.1,22,20.2,7,6.4,2,1.8,12,11,9,8.3,10,9.2,8,7.3,2,1.8,1,0.9,2,1.8,14,12.8,0,0,1,0.9
DAIHATSU,TERIOS,2004,90,47,52.2,43,47.8,13,14.4,13,14.4,4,4.4,4,4.4,9,10,6,6.7,7,7.8,6,6.7,3,3.3,2,2.2,3,3.3,14,15.6,0,0,0,0
DAIHATSU,TERIOS,2005,21,11,52.4,10,47.6,5,23.8,5,23.8,1,4.8,0,0,1,4.8,0,0,0,0,1,4.8,0,0,1,4.8,1,4.8,4,19,0,0,0,0
DAIHATSU,TERIOS,2006,251,184,73.3,67,26.7,16,6.4,29,11.6,6,2.4,11,4.4,10,4,4,1.6,1,0.4,5,2,1,0.4,4,1.6,18,7.2,3,1.2,0,0,1,0.4
DAIHATSU,TERIOS,2007,82,61,74.4,21,25.6,1,1.2,13,15.9,1,1.2,4,4.9,4,4.9,0,0,0,0,1,1.2,0,0,0,0,5,6.1,0,0,0,0,0,0
DAIHATSU,TERIOS,2008,253,200,79.1,53,20.9,12,4.7,28,11.1,4,1.6,4,1.6,7,2.8,0,0,1,0.4,3,1.2,1,0.4,2,0.8,6,2.4,1,0.4,1,0.4,1,0.4
DAIHATSU,TERIOS,2009,9,6,66.7,3,33.3,0,0,0,0,0,0,2,22.2,2,22.2,0,0,0,0,0,0,0,0,0,0,2,22.2,0,0,0,0,0,0
DAIHATSU,TERIOS,2010,10,9,90,1,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,TERIOS,2011,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,YRV,2000,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,YRV,2001,4,1,25,3,75,0,0,1,25,0,0,1,25,1,25,0,0,2,50,0,0,0,0,0,0,1,25,0,0,0,0,0,0
DAIHATSU,YRV,2002,13,6,46.2,7,53.8,3,23.1,1,7.7,1,7.7,2,15.4,3,23.1,0,0,1,7.7,1,7.7,0,0,0,0,3,23.1,2,15.4,0,0,0,0
DAIHATSU,YRV,2003,1,0,0,1,100,1,100,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,YRV,2004,2,0,0,2,100,1,50,0,0,0,0,0,0,1,50,0,0,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0
DAIMLER,OTHER,1964,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1968,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1970,2,1,50,1,50,0,0,1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0
DAIMLER,OTHER,1975,2,0,0,2,100,0,0,1,50,1,50,1,50,0,0,0,0,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0
DAIMLER,OTHER,1976,4,3,75,1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1978,2,1,50,1,50,0,0,0,0,1,50,0,0,1,50,0,0,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0
DAIMLER,OTHER,1980,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1981,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1982,4,2,50,2,50,1,25,0,0,1,25,1,25,1,25,1,25,0,0,1,25,1,25,0,0,1,25,0,0,0,0,0,0
DAIMLER,OTHER,1983,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1985,6,2,33.3,4,66.7,1,16.7,2,33.3,0,0,0,0,2,33.3,0,0,2,33.3,0,0,0,0,1,16.7,1,16.7,0,0,0,0,0,0
DAIMLER,OTHER,1986,4,3,75,1,25,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1988,6,4,66.7,2,33.3,0,0,2,33.3,1,16.7,0,0,1,16.7,0,0,1,16.7,1,16.7,0,0,1,16.7,0,0,1,16.7,0,0,0,0
DAIMLER,OTHER,1989,1,0,0,1,100,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
DAIMLER,OTHER,1990,5,2,40,3,60,1,20,2,40,1,20,0,0,2,40,1,20,0,0,1,20,0,0,0,0,1,20,1,20,0,0,0,0
DAIMLER,OTHER,1991,4,3,75,1,25,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1993,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1997,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,1998,6,3,50,3,50,2,33.3,2,33.3,1,16.7,1,16.7,1,16.7,0,0,0,0,1,16.7,0,0,0,0,1,16.7,0,0,1,16.7,0,0
DAIMLER,OTHER,1999,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
DAIMLER,OTHER,2002,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,2006,5,3,60,2,40,0,0,0,0,1,20,0,0,1,20,0,0,1,20,1,20,1,20,0,0,0,0,0,0,0,0,0,0
DAIMLER,OTHER,2008,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DATSUN,OTHER,1981,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE LOREAN,OTHER,1981,3,2,66.7,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0
DENNIS,OTHER,1994,2,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0
DODGE,AVENGER,2007,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DODGE,AVENGER,2008,4,0,0,4,100,2,50,1,25,1,25,2,50,1,25,0,0,0,0,1,25,0,0,0,0,2,50,0,0,0,0,0,0
DODGE,AVENGER,2009,2,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,1,50,0,0,0,0
DODGE,CALIBER,2006,34,10,29.4,24,70.6,5,14.7,10,29.4,12,35.3,1,2.9,6,17.6,2,5.9,2,5.9,11,32.4,3,8.8,4,11.8,0,0,0,0,0,0,0,0
DODGE,CALIBER,2007,23,7,30.4,16,69.6,1,4.3,10,43.5,8,34.8,4,17.4,3,13,2,8.7,0,0,7,30.4,2,8.7,3,13,3,13,2,8.7,0,0,0,0
DODGE,CALIBER,2008,21,11,52.4,10,47.6,1,4.8,6,28.6,4,19,0,0,2,9.5,1,4.8,0,0,4,19,2,9.5,2,9.5,0,0,0,0,0,0,0,0
DODGE,JOURNEY,2008,3,0,0,3,100,3,100,1,33.3,1,33.3,0,0,1,33.3,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
DODGE,JOURNEY,2009,13,8,61.5,5,38.5,2,15.4,2,15.4,1,7.7,0,0,0,0,0,0,0,0,1,7.7,0,0,1,7.7,0,0,0,0,0,0,0,0
DODGE,JOURNEY,2010,18,8,44.4,10,55.6,5,27.8,4,22.2,4,22.2,0,0,0,0,1,5.6,0,0,4,22.2,0,0,5,27.8,0,0,0,0,0,0,0,0
DODGE,NITRO,2007,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DODGE,NITRO,2008,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DODGE,NITRO,2009,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
DODGE,OTHER,1996,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DODGE,OTHER,2004,2,1,50,1,50,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0
DODGE,OTHER,2007,3,2,66.7,1,33.3,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DODGE,OTHER,2008,8,3,37.5,5,62.5,4,50,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,0,0,0,0,0,0,0,0
DODGE,OTHER,2009,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUFFY,OTHER,2007,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
FAIRWAY,DRIVER,1995,2,1,50,1,50,0,0,0,0,1,50,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
FAIRWAY,OTHER,1996,2,0,0,2,100,1,50,1,50,1,50,0,0,0,0,1,50,0,0,1,50,2,100,0,0,1,50,0,0,0,0,0,0
FAIRWAY,TAXI 4DR A,1996,1,0,0,1,100,1,100,1,100,0,0,1,100,1,100,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0
FERRARI,360,1999,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
FERRARI,360,2000,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
FERRARI,360,2001,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,360,2003,3,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,360,2004,2,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,360,2009,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,599 GTB,2008,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
FERRARI,OTHER,1986,3,1,33.3,2,66.7,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0
FERRARI,OTHER,1988,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,1989,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
FERRARI,OTHER,1991,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,1996,5,4,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
FERRARI,OTHER,1997,2,1,50,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0
FERRARI,OTHER,1998,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,1999,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,2000,3,1,33.3,2,66.7,1,33.3,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,2001,5,3,60,2,40,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,20,2,40,0,0,0,0,0,0
FERRARI,OTHER,2002,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,2003,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,2004,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,2006,12,6,50,6,50,2,16.7,2,16.7,0,0,1,8.3,0,0,0,0,0,0,0,0,1,8.3,3,25,0,0,0,0,0,0,0,0
FERRARI,OTHER,2007,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,2008,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,2009,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRARI,OTHER,2010,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
FIAT,125,1999,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,126,1989,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,126,1990,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0
FIAT,127,1980,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,128,2008,8,4,50,4,50,1,12.5,0,0,3,37.5,0,0,1,12.5,2,25,0,0,1,12.5,3,37.5,1,12.5,0,0,1,12.5,0,0,0,0
FIAT,128,2009,2,0,0,2,100,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,2,100,1,50,0,0,0,0,0,0,0,0
FIAT,128,2010,4,2,50,2,50,1,25,1,25,1,25,0,0,1,25,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0
FIAT,131,1983,1,0,0,1,100,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,500,2008,299,164,54.8,135,45.2,17,5.7,34,11.4,28,9.4,21,7,79,26.4,2,0.7,0,0,22,7.4,22,7.4,11,3.7,19,6.4,3,1,2,0.7,0,0
FIAT,500,2009,27,13,48.1,14,51.9,1,3.7,4,14.8,0,0,1,3.7,10,37,0,0,0,0,0,0,1,3.7,3,11.1,3,11.1,0,0,0,0,0,0
FIAT,500,2010,270,174,64.4,96,35.6,13,4.8,14,5.2,23,8.5,7,2.6,69,25.6,0,0,1,0.4,19,7,6,2.2,8,3,8,3,1,0.4,2,0.7,0,0
FIAT,500,2011,13,11,84.6,2,15.4,0,0,0,0,0,0,0,0,2,15.4,0,0,0,0,1,7.7,0,0,0,0,1,7.7,0,0,0,0,0,0
FIAT,BARCHETTA,1999,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,BARCHETTA,2000,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
FIAT,BARCHETTA,2003,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,BARCHETTA,2004,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,BRAVA,1996,9,4,44.4,5,55.6,3,33.3,2,22.2,3,33.3,2,22.2,1,11.1,1,11.1,2,22.2,2,22.2,0,0,0,0,0,0,1,11.1,0,0,0,0
FIAT,BRAVA,1997,12,3,25,9,75,2,16.7,3,25,2,16.7,4,33.3,1,8.3,3,25,3,25,1,8.3,1,8.3,0,0,4,33.3,1,8.3,0,0,0,0
FIAT,BRAVA,1998,15,5,33.3,10,66.7,2,13.3,3,20,3,20,1,6.7,4,26.7,1,6.7,2,13.3,2,13.3,1,6.7,0,0,1,6.7,0,0,0,0,0,0
FIAT,BRAVA,1999,52,15,28.8,37,71.2,11,21.2,14,26.9,11,21.2,13,25,7,13.5,4,7.7,6,11.5,11,21.2,5,9.6,5,9.6,15,28.8,9,17.3,1,1.9,0,0
FIAT,BRAVA,2000,102,23,22.5,79,77.5,17,16.7,23,22.5,32,31.4,30,29.4,23,22.5,6,5.9,16,15.7,27,26.5,3,2.9,7,6.9,39,38.2,28,27.5,2,2,0,0
FIAT,BRAVA,2001,160,41,25.6,119,74.4,16,10,43,26.9,34,21.3,38,23.8,36,22.5,12,7.5,13,8.1,32,20,17,10.6,12,7.5,48,30,25,15.6,0,0,0,0
FIAT,BRAVO,1995,2,0,0,2,100,2,100,1,50,0,0,0,0,2,100,0,0,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0
FIAT,BRAVO,1996,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIAT,BRAVO,1997,5,3,60,2,40,0,0,2,40,1,20,1,20,1,20,0,0,2,40,1,20,0,0,0,0,1,20,0,0,0,0,0,0
FIAT,BRAVO,1998,12,6,50,6,50,3,25,3,25,1,8.3,1,8.3,3,25,0,0,2,16.7,1,8.3,0,0,1,8.3,1,8.3,0,0,0,0,0,0
FIAT,BRAVO,1999,18,9,50,9,50,3,16.7,3,16.7,5,27.8,5,27.8,2,11.1,2,11.1,1,5.6,5,27.8,0,0,0,0,7,38.9,3,16.7,0,0,0,0
